pt_id,src,tax_family,species,species_class,cx,cy,minx,miny,maxx,maxy
3451,merged_fixed,Fagaceae,Quercus virginiana,other,572296.9757000003,2844224.033800001,572293.4856500002,2844220.5437500007,572300.4657500004,2844227.523850001
3452,nomatch_fixed,Arecaceae,Roystonea regia,palm,572330.612,2844270.6653000005,572327.1219500002,2844267.1752500003,572334.1020500005,2844274.1553500006
3453,nomatch_fixed,Arecaceae,Roystonea regia,palm,572337.369,2844266.6946000005,572333.8789500002,2844263.2045500004,572340.8590500004,2844270.1846500007
3454,nomatch_fixed,Fagaceae,Quercus virginiana,other,572322.2178000002,2844273.5386000006,572318.7277500001,2844270.0485500004,572325.7078500004,2844277.0286500007
3455,merged_fixed,Fagaceae,Quercus virginiana,other,572321.1629000002,2844254.2491000006,572317.6728500001,2844250.7590500005,572324.6529500004,2844257.7391500007
3456,merged_fixed,Fagaceae,Quercus virginiana,other,572318.2996000003,2844272.9358000006,572314.8095500001,2844269.4457500004,572321.7896500004,2844276.4258500007
3457,merged_fixed,Fagaceae,Quercus virginiana,other,572309.6344000003,2844267.1339000007,572306.1443500002,2844263.6438500006,572313.1244500005,2844270.623950001
3458,nomatch_fixed,Arecaceae,Cocos nucifera,palm,572286.0499000002,2844240.9875000007,572282.5598500001,2844237.4974500006,572289.5399500004,2844244.477550001
3459,merged_fixed,Fagaceae,Quercus virginiana,other,572286.6527000003,2844250.783000001,572283.1626500002,2844247.2929500006,572290.1427500005,2844254.273050001
3460,polygon,Calophyllaceae,Calophyllum brasiliense,other,571941.5375000003,2844544.831500001,571936.264,2844540.7161,571943.6816999996,2844550.5606999993
3461,merged_fixed,Fagaceae,Quercus virginiana,other,572183.162,2844896.4918000004,572179.6719500001,2844893.0017500003,572186.6520500004,2844899.9818500006
3462,nomatch_fixed,Arecaceae,Dypsis lutescens,palm,572127.7593000003,2844818.5998000004,572124.2692500001,2844815.1097500003,572131.2493500004,2844822.0898500006
3463,merged_fixed,Bignoniaceae,Radermachera sinica,other,572120.6015000002,2844796.7706000004,572117.1114500001,2844793.2805500003,572124.0915500004,2844800.2606500005
3464,nomatch_fixed,Fagaceae,Quercus virginiana,other,572776.7403000003,2844732.7438000008,572773.2502500002,2844729.2537500006,572780.2303500004,2844736.233850001
3465,nomatch_fixed,Fagaceae,Quercus virginiana,other,572775.5179000003,2844734.6149000004,572772.0278500002,2844731.1248500003,572779.0079500005,2844738.1049500005
3466,nomatch_fixed,Fagaceae,Quercus virginiana,other,572773.7745000003,2844736.7792000007,572770.2844500002,2844733.2891500005,572777.2645500004,2844740.269250001
3467,merged_fixed,Fagaceae,Quercus virginiana,other,572767.0676000003,2844746.5143000004,572763.5775500002,2844743.0242500002,572770.5576500004,2844750.0043500005
3468,merged_fixed,Fagaceae,Quercus virginiana,other,572762.6487000003,2844749.315300001,572759.1586500001,2844745.8252500007,572766.1387500004,2844752.805350001
3469,nomatch_fixed,Fagaceae,Quercus virginiana,other,572760.5338000003,2844752.1624000007,572757.0437500002,2844748.6723500006,572764.0238500005,2844755.652450001
3470,nomatch_fixed,Strelitziaceae,Strelitzia nicolai,other,572767.2276000002,2844767.0896000005,572763.7375500001,2844763.5995500004,572770.7176500004,2844770.5796500007
3471,merged_fixed,Fagaceae,Quercus virginiana,other,572757.9289000003,2844743.1552000004,572754.4388500002,2844739.6651500002,572761.4189500004,2844746.6452500005
3472,merged_fixed,Fagaceae,Quercus virginiana,other,572763.8013000003,2844736.104800001,572760.3112500001,2844732.6147500006,572767.2913500004,2844739.594850001
3473,polygon,Fagaceae,Quercus virginiana,other,572742.5986000003,2844727.5114000007,572739.1139000002,2844724.0034,572745.6267,2844730.2764
3474,polygon,Fagaceae,Quercus virginiana,other,572747.9378000003,2844721.859000001,572743.0965999998,2844719.0139000006,572753.0208999999,2844727.9678000007
3475,nomatch_fixed,Fagaceae,Quercus virginiana,other,572773.1346000002,2844717.8318000007,572769.6445500001,2844714.3417500006,572776.6246500004,2844721.321850001
3476,nomatch_fixed,Fagaceae,Quercus virginiana,other,572766.6389000003,2844711.6961000008,572763.1488500001,2844708.2060500006,572770.1289500004,2844715.186150001
3477,nomatch_fixed,Fagaceae,Quercus virginiana,other,572760.9822000003,2844703.1178000006,572757.4921500002,2844699.6277500005,572764.4722500005,2844706.6078500007
3478,nomatch_fixed,Fagaceae,Quercus virginiana,other,572746.8089000003,2844706.6358000007,572743.3188500002,2844703.1457500006,572750.2989500004,2844710.125850001
3479,nomatch_fixed,Fagaceae,Quercus virginiana,other,572738.1111000003,2844706.7474000007,572734.6210500002,2844703.2573500006,572741.6011500005,2844710.237450001
3480,nomatch_fixed,Fagaceae,Quercus virginiana,other,572732.6114000003,2844712.4289000006,572729.1213500001,2844708.9388500005,572736.1014500004,2844715.918950001
3481,polygon,Fagaceae,Quercus virginiana,other,572728.7377000003,2844720.4664000007,572727.6217,2844715.7020999994,572736.2903000005,2844723.94
3482,nomatch_fixed,Fagaceae,Quercus virginiana,other,572723.9975000003,2844723.7228000006,572720.5074500002,2844720.2327500004,572727.4875500004,2844727.2128500007
3483,nomatch_fixed,Fagaceae,Quercus virginiana,other,572728.4629000003,2844728.8446000004,572724.9728500001,2844725.3545500003,572731.9529500004,2844732.3346500006
3484,nomatch_fixed,Fagaceae,Quercus virginiana,other,572736.2054000003,2844736.3432000005,572732.7153500002,2844732.8531500003,572739.6954500005,2844739.8332500006
3485,nomatch_fixed,Fagaceae,Quercus virginiana,other,572722.1715000003,2844731.4778000005,572718.6814500001,2844727.9877500003,572725.6615500004,2844734.9678500006
3486,nomatch_fixed,Fagaceae,Quercus virginiana,other,572705.1749000002,2844736.4877000004,572701.6848500001,2844732.9976500003,572708.6649500004,2844739.9777500005
3487,polygon,Fagaceae,Quercus virginiana,other,572689.4556000002,2844747.1044000005,572683.6721000001,2844741.2718,572692.1497,2844750.5891999993
3488,nomatch_fixed,Fagaceae,Quercus virginiana,other,572730.3878000003,2844741.876700001,572726.8977500001,2844738.3866500007,572733.8778500004,2844745.366750001
3489,nomatch_fixed,Fagaceae,Quercus virginiana,other,572734.3906000003,2844744.6653000005,572730.9005500001,2844741.1752500003,572737.8806500004,2844748.1553500006
3490,nomatch_fixed,Fagaceae,Quercus virginiana,other,572737.7906000003,2844748.495400001,572734.3005500002,2844745.0053500007,572741.2806500004,2844751.985450001
3491,nomatch_fixed,Fagaceae,Quercus virginiana,other,572740.8204000003,2844752.1417000005,572737.3303500002,2844748.6516500004,572744.3104500005,2844755.6317500006
3492,nomatch_fixed,Fagaceae,Quercus virginiana,other,572743.5507000003,2844755.5147000006,572740.0606500001,2844752.0246500005,572747.0407500004,2844759.004750001
3493,nomatch_fixed,Fagaceae,Quercus virginiana,other,572748.0941000002,2844759.4928000006,572744.6040500001,2844756.0027500005,572751.5841500004,2844762.9828500007
3494,nomatch_fixed,Fagaceae,Quercus virginiana,other,572755.1905000003,2844767.512000001,572751.7004500001,2844764.0219500004,572758.6805500004,2844771.0020500007
3495,nomatch_fixed,Fagaceae,Quercus virginiana,other,572762.4207000002,2844773.5267000007,572758.9306500001,2844770.0366500006,572765.9107500004,2844777.016750001
3496,polygon,Fagaceae,Quercus virginiana,other,572768.3807000003,2844778.9689000007,572766.5910999998,2844774.5231,572778.677,2844782.9452
3497,nomatch_fixed,Meliaceas,Switenia mahagoni,other,572713.5988000003,2844742.5687000006,572710.1087500001,2844739.0786500005,572717.0888500004,2844746.058750001
3498,nomatch_fixed,Burseraceae,Bursera simaruba,other,572696.2139000003,2844747.4538000007,572692.7238500002,2844743.9637500006,572699.7039500005,2844750.943850001
3499,polygon,Fagaceae,Quercus virginiana,other,572757.1111000003,2844694.7667000005,572748.463,2844681.4103999995,572767.2863999996,2844702.2379
3500,nomatch_fixed,Fagaceae,Quercus virginiana,other,572767.1048000003,2844681.8518000008,572763.6147500002,2844678.3617500006,572770.5948500005,2844685.341850001
3501,polygon,Fagaceae,Quercus virginiana,other,572789.8088000002,2844660.7541000005,572783.8071999997,2844654.1622,572797.1874000002,2844669.5655000005
3502,nomatch_fixed,Pandanaceae,Pandanus tectorius,other,572773.8229000003,2844683.5817000004,572770.3328500001,2844680.0916500003,572777.3129500004,2844687.0717500006
3503,nomatch_fixed,Bignoniaceae,Tabebuia rosea,other,572810.7367000002,2844702.7129000006,572807.2466500001,2844699.2228500005,572814.2267500004,2844706.2029500008
3504,merged_fixed,Bignoniaceae,Tabebuia rosea,other,572811.6871000003,2844699.5068000006,572808.1970500002,2844696.0167500004,572815.1771500005,2844702.9968500007
3505,polygon,Bignoniaceae,Tabebuia rosea,other,572808.4971000003,2844699.1739000008,572806.5168000003,2844696.5601000004,572810.8284999998,2844700.1612
3506,merged_fixed,Fagaceae,Quercus virginiana,other,572813.8999000003,2844693.572000001,572810.4098500002,2844690.0819500005,572817.3899500004,2844697.0620500008
3507,nomatch_fixed,Fagaceae,Quercus virginiana,other,572816.8754000003,2844689.9026000006,572813.3853500001,2844686.4125500005,572820.3654500004,2844693.3926500008
3508,nomatch_fixed,Fagaceae,Quercus virginiana,other,572823.0731000003,2844685.694700001,572819.5830500001,2844682.2046500007,572826.5631500004,2844689.184750001
3509,nomatch_fixed,Fagaceae,Quercus virginiana,other,572820.8869000003,2844680.8684000005,572817.3968500001,2844677.3783500004,572824.3769500004,2844684.3584500006
3510,nomatch_fixed,Fagaceae,Quercus virginiana,other,572830.5427000002,2844677.8434000006,572827.0526500001,2844674.3533500005,572834.0327500004,2844681.3334500007
3511,nomatch_fixed,Bignoniaceae,Tabebuia rosea,other,572832.2153000003,2844671.7866000007,572828.7252500001,2844668.2965500006,572835.7053500004,2844675.276650001
3512,nomatch_fixed,Bignoniaceae,Tabebuia rosea,other,572828.6978000003,2844671.1823000005,572825.2077500002,2844667.6922500003,572832.1878500005,2844674.6723500006
3513,nomatch_fixed,Bignoniaceae,Tabebuia rosea,other,572829.795,2844667.457600001,572826.3049500001,2844663.9675500006,572833.2850500004,2844670.947650001
3514,nomatch_fixed,Bignoniaceae,Tabebuia rosea,other,572830.5829000003,2844674.329300001,572827.0928500001,2844670.8392500007,572834.0729500004,2844677.819350001
3515,nomatch_fixed,Fagaceae,Quercus virginiana,other,572837.5912000003,2844670.3458000007,572834.1011500001,2844666.8557500006,572841.0812500004,2844673.835850001
3516,nomatch_fixed,Fagaceae,Quercus virginiana,other,572835.2495000003,2844663.9643000006,572831.7594500001,2844660.4742500004,572838.7395500004,2844667.4543500007
3517,nomatch_fixed,Fagaceae,Quercus virginiana,other,572833.3898000002,2844658.773100001,572829.8997500001,2844655.2830500007,572836.8798500004,2844662.263150001
3518,nomatch_fixed,Fagaceae,Quercus virginiana,other,572827.5526000003,2844659.4814000004,572824.0625500001,2844655.9913500003,572831.0426500004,2844662.9714500005
3519,nomatch_fixed,Fagaceae,Quercus virginiana,other,572818.6565000003,2844659.0182000007,572815.1664500001,2844655.5281500006,572822.1465500004,2844662.508250001
3520,nomatch_fixed,Fagaceae,Quercus virginiana,other,572817.947,2844654.8712000004,572814.4569500001,2844651.3811500003,572821.4370500004,2844658.3612500005
3521,nomatch_fixed,Fagaceae,Quercus virginiana,other,572825.4435000003,2844654.2893000008,572821.9534500001,2844650.7992500006,572828.9335500004,2844657.779350001
3522,nomatch_fixed,Fagaceae,Quercus virginiana,other,572841.6635000003,2844663.8338000006,572838.1734500001,2844660.3437500005,572845.1535500004,2844667.3238500007
3523,nomatch_fixed,Fagaceae,Quercus virginiana,other,572846.7989000003,2844661.0415000007,572843.3088500001,2844657.5514500006,572850.2889500004,2844664.531550001
3524,nomatch_fixed,Fagaceae,Quercus virginiana,other,572851.0711000003,2844658.1527000004,572847.5810500002,2844654.6626500003,572854.5611500004,2844661.6427500006
3525,nomatch_fixed,Fagaceae,Quercus virginiana,other,572844.2676000003,2844653.9618000006,572840.7775500001,2844650.4717500005,572847.7576500004,2844657.451850001
3526,nomatch_fixed,Fagaceae,Quercus virginiana,other,572852.0839000003,2844654.1319000004,572848.5938500002,2844650.6418500002,572855.5739500005,2844657.6219500005
3527,nomatch_fixed,Fagaceae,Quercus virginiana,other,572857.7707000002,2844657.0467000008,572854.2806500001,2844653.5566500006,572861.2607500004,2844660.536750001
3528,nomatch_fixed,Fagaceae,Quercus virginiana,other,572861.985,2844661.6782000004,572858.4949500001,2844658.1881500003,572865.4750500004,2844665.1682500006
3529,nomatch_fixed,Arecaceae,Syagrus romanzoffiana,palm,572847.6059000003,2844659.1062000007,572844.1158500002,2844655.6161500006,572851.0959500005,2844662.596250001
3530,nomatch_fixed,Boraginaceae,Cordia sebestena,other,572793.9276000003,2844669.7239000006,572790.4375500001,2844666.2338500004,572797.4176500004,2844673.2139500007
3531,nomatch_fixed,Fabaceae,Delonix regia,other,572809.3592000003,2844678.1627000007,572805.8691500002,2844674.6726500005,572812.8492500004,2844681.652750001
3532,nomatch_fixed,Fagaceae,Quercus virginiana,other,572829.7582000003,2844636.4478000007,572826.2681500001,2844632.9577500005,572833.2482500004,2844639.937850001
3533,nomatch_fixed,Fagaceae,Quercus virginiana,other,572343.0181000002,2845118.9729000004,572339.5280500001,2845115.4828500003,572346.5081500004,2845122.4629500005
3534,nomatch_fixed,Fagaceae,Quercus virginiana,other,572349.3274000003,2845125.684000001,572345.8373500002,2845122.1939500007,572352.8174500004,2845129.174050001
3535,nomatch_fixed,Fagaceae,Quercus virginiana,other,572368.6535000002,2845143.1905000005,572365.1634500001,2845139.7004500004,572372.1435500004,2845146.6805500006
3536,nomatch_fixed,Fagaceae,Quercus virginiana,other,572360.0519000003,2845135.087500001,572356.5618500002,2845131.5974500007,572363.5419500005,2845138.577550001
3537,nomatch_fixed,Burseraceae,Bursera simaruba,other,572354.3292000003,2844818.504000001,572350.8391500001,2844815.0139500005,572357.8192500004,2844821.994050001
3538,polygon,Fagaceae,Quercus virginiana,other,572353.1315000003,2844824.0195000004,572348.1837,2844818.2951999996,572358.295,2844831.3906999994
3539,nomatch_fixed,Clusiaceae,Clusia guttifera,other,572355.3313000003,2844832.9062000006,572351.8412500002,2844829.4161500004,572358.8213500004,2844836.3962500007
3540,nomatch_fixed,Clusiaceae,Clusia guttifera,other,572358.448,2844833.3434000006,572354.9579500002,2844829.8533500005,572361.9380500005,2844836.8334500007
3541,merged_fixed,Clusiaceae,Clusia guttifera,other,572353.6306000003,2844842.4742000005,572350.1405500001,2844838.9841500004,572357.1206500004,2844845.9642500007
3542,merged_fixed,Clusiaceae,Clusia guttifera,other,572349.3266000003,2844848.3506000005,572345.8365500001,2844844.8605500003,572352.8166500004,2844851.8406500006
3543,merged_fixed,Arecaceae,Veitchia montgomeryana,palm,572304.4065000003,2844863.9955000007,572300.9164500001,2844860.5054500005,572307.8965500004,2844867.485550001
3544,merged_fixed,Arecaceae,Veitchia montgomeryana,palm,572302.6168000003,2844865.3421000005,572299.1267500002,2844861.8520500003,572306.1068500004,2844868.8321500006
3545,nomatch_fixed,Fagaceae,Quercus virginiana,other,572306.3551000003,2844846.1817000005,572302.8650500001,2844842.6916500004,572309.8451500004,2844849.6717500007
3546,polygon,Arecaceae,Veitchia montgomeryana,palm,572298.8949000003,2844857.9008000004,572296.1243000003,2844854.9442999996,572301.3469000002,2844859.6049000006
3547,nomatch_fixed,Arecaceae,Veitchia montgomeryana,palm,572298.2557000003,2844853.2015000004,572294.7656500002,2844849.7114500003,572301.7457500005,2844856.6915500006
3548,polygon,Fagaceae,Quercus virginiana,other,572293.0717000003,2844864.8753000004,572289.0524000004,2844859.9200999998,572296.0871000001,2844868.352
3549,nomatch_fixed,Fagaceae,Quercus virginiana,other,572285.0168000002,2844865.6098000007,572281.5267500001,2844862.1197500005,572288.5068500004,2844869.099850001
3550,nomatch_fixed,Fagaceae,Quercus virginiana,other,572275.8472000003,2844865.8481000005,572272.3571500002,2844862.3580500004,572279.3372500004,2844869.3381500007
3551,nomatch_fixed,Fagaceae,Quercus virginiana,other,572267.4949000003,2844864.4052000004,572264.0048500001,2844860.9151500002,572270.9849500004,2844867.8952500005
3552,nomatch_fixed,Fagaceae,Quercus virginiana,other,572259.9991000002,2844862.7393000005,572256.5090500001,2844859.2492500003,572263.4891500004,2844866.2293500006
3553,nomatch_fixed,Fagaceae,Quercus virginiana,other,572245.4869000003,2844875.114100001,572241.9968500001,2844871.6240500007,572248.9769500004,2844878.604150001
3554,nomatch_fixed,Fagaceae,Quercus virginiana,other,572228.3696000003,2844874.9378000004,572224.8795500002,2844871.4477500003,572231.8596500005,2844878.4278500006
3555,polygon,Fagaceae,Quercus virginiana,other,572245.8293000002,2844855.8388000005,572240.7922999999,2844850.6996999998,572248.1853999998,2844862.1819
3556,merged_fixed,Fagaceae,Quercus virginiana,other,572254.1743000003,2844855.334800001,572250.6842500002,2844851.8447500006,572257.6643500004,2844858.824850001
3557,merged_fixed,Fagaceae,Quercus virginiana,other,572253.6463000003,2844850.9294000007,572250.1562500001,2844847.4393500006,572257.1363500004,2844854.419450001
3558,nomatch_fixed,Fagaceae,Quercus virginiana,other,572254.6715000003,2844845.892,572251.1814500001,2844842.4019500003,572258.1615500004,2844849.3820500006
3559,nomatch_fixed,Fagaceae,Quercus virginiana,other,572252.5838000003,2844841.8035000004,572249.0937500001,2844838.3134500002,572256.0738500004,2844845.2935500005
3560,nomatch_fixed,Fagaceae,Quercus virginiana,other,572251.9764000003,2844828.568,572248.4863500001,2844825.0779500003,572255.4664500004,2844832.0580500006
3561,polygon,Fagaceae,Quercus virginiana,other,572256.9492000003,2844830.6628000005,572255.5333000002,2844827.9923,572260.9401000002,2844833.3915999997
3562,nomatch_fixed,Fagaceae,Quercus virginiana,other,572253.6301000003,2844836.8513000007,572250.1400500002,2844833.3612500005,572257.1201500004,2844840.341350001
3563,nomatch_fixed,Arecaceae,Dypsis pembana,palm,572254.442,2844829.251000001,572250.9519500001,2844825.7609500005,572257.9320500004,2844832.741050001
3564,polygon,Fagaceae,Quercus virginiana,other,572245.3749000003,2844810.8609000007,572243.5735999998,2844804.4507999998,572249.715,2844814.3205999993
3565,polygon,Fagaceae,Quercus virginiana,other,572235.9285000003,2844815.6876000008,572230.57,2844808.167,572240.1249000002,2844818.7431000005
3566,nomatch_fixed,Fagaceae,Quercus virginiana,other,572238.98,2844829.3753000004,572235.4899500002,2844825.8852500003,572242.4700500005,2844832.8653500006
3567,nomatch_fixed,Fagaceae,Quercus virginiana,other,572241.3549000003,2844838.8739000005,572237.8648500001,2844835.3838500003,572244.8449500004,2844842.3639500006
3568,polygon,Sapotaceae,Manilkara zapota,other,572239.3814000003,2844847.8124000006,572235.7988,2844842.2432000004,572244.814,2844850.6878999993
3569,nomatch_fixed,Burseraceae,Bursera simaruba,other,572277.2292000003,2844946.636300001,572273.7391500002,2844943.1462500007,572280.7192500004,2844950.126350001
3570,nomatch_fixed,Burseraceae,Bursera simaruba,other,572276.5107000002,2844951.6554000005,572273.0206500001,2844948.1653500004,572280.0007500004,2844955.1454500007
3571,nomatch_fixed,Burseraceae,Bursera simaruba,other,572278.1858000003,2844951.4983000006,572274.6957500002,2844948.0082500004,572281.6758500005,2844954.9883500007
3572,nomatch_fixed,Arecaceae,Veitchia montgomeryana,palm,572278.5006000003,2844951.6205000007,572275.0105500001,2844948.1304500005,572281.9906500004,2844955.110550001
3573,nomatch_fixed,Burseraceae,Bursera simaruba,other,572269.3216000003,2844963.934000001,572265.8315500001,2844960.4439500007,572272.8116500004,2844967.424050001
3574,nomatch_fixed,Burseraceae,Bursera simaruba,other,572278.2799000003,2844942.9635000005,572274.7898500002,2844939.4734500004,572281.7699500005,2844946.4535500007
3575,merged_fixed,Burseraceae,Bursera simaruba,other,572271.2891000003,2844935.9253000007,572267.7990500001,2844932.4352500006,572274.7791500004,2844939.415350001
3576,merged_fixed,Combretaceae,Terminalia buceras,other,572267.3882000003,2844930.5302000004,572263.8981500001,2844927.0401500002,572270.8782500004,2844934.0202500005
3577,merged_fixed,Combretaceae,Terminalia buceras,other,572262.652,2844938.7329000006,572259.1619500001,2844935.2428500005,572266.1420500004,2844942.222950001
3578,nomatch_fixed,Strelitziaceae,Strelitzia nicolai,other,572278.3727000003,2844939.8318000007,572274.8826500002,2844936.3417500006,572281.8627500004,2844943.321850001
3579,nomatch_fixed,Fagaceae,Quercus virginiana,other,572223.927,2844901.6742000007,572220.4369500001,2844898.1841500006,572227.4170500004,2844905.164250001
3580,nomatch_fixed,Burseraceae,Bursera simaruba,other,572238.9438000002,2844902.8563000006,572235.4537500001,2844899.3662500004,572242.4338500004,2844906.3463500007
3581,nomatch_fixed,Fagaceae,Quercus virginiana,other,572223.6671000003,2844894.938000001,572220.1770500002,2844891.4479500004,572227.1571500005,2844898.4280500007
3582,nomatch_fixed,Fagaceae,Quercus virginiana,other,572230.5274000003,2844895.9744000006,572227.0373500001,2844892.4843500005,572234.0174500004,2844899.464450001
3583,nomatch_fixed,Fagaceae,Quercus virginiana,other,572241.0503000002,2844895.668400001,572237.5602500001,2844892.1783500006,572244.5403500004,2844899.158450001
3584,nomatch_fixed,Fagaceae,Quercus virginiana,other,572250.4952000002,2844896.0036000004,572247.0051500001,2844892.5135500003,572253.9852500004,2844899.4936500005
3585,nomatch_fixed,Fagaceae,Quercus virginiana,other,572260.8115000003,2844896.567000001,572257.3214500002,2844893.0769500006,572264.3015500004,2844900.057050001
3586,nomatch_fixed,Arecaceae,Dypsis pembana,palm,572234.9702000003,2844911.8298000004,572231.4801500002,2844908.3397500003,572238.4602500005,2844915.3198500006
3587,nomatch_fixed,Arecaceae,Dypsis pembana,palm,572239.7961000003,2844905.7593000005,572236.3060500001,2844902.2692500004,572243.2861500004,2844909.2493500006
3588,nomatch_fixed,Arecaceae,Veitchia montgomeryana,palm,572262.9987000002,2844958.939500001,572259.5086500001,2844955.4494500007,572266.4887500004,2844962.429550001
3589,polygon,Oleaceae,Ligustrum japonicum,other,572255.4657000003,2844988.910700001,572253.2308999998,2844986.4552999996,572258.1067000004,2844991.4823000003
3590,nomatch_fixed,Oleaceae,Ligustrum japonicum,other,572249.3546000003,2844990.9116000007,572245.8645500002,2844987.4215500006,572252.8446500005,2844994.401650001
3591,nomatch_fixed,Oleaceae,Ligustrum japonicum,other,572251.8332000002,2844993.9405000005,572248.3431500001,2844990.4504500004,572255.3232500004,2844997.4305500006
3592,nomatch_fixed,Oleaceae,Ligustrum japonicum,other,572253.1204000002,2844996.5257000006,572249.6303500001,2844993.0356500004,572256.6104500004,2845000.0157500007
3593,nomatch_fixed,Strelitziaceae,Strelitzia nicolai,other,572257.8858000003,2844986.101500001,572254.3957500001,2844982.6114500007,572261.3758500004,2844989.591550001
3594,nomatch_fixed,Arecaceae,Sabal palmetto,palm,572793.1633000002,2844701.236900001,572789.6732500001,2844697.7468500007,572796.6533500004,2844704.726950001
3595,nomatch_fixed,Arecaceae,Sabal palmetto,palm,572796.2071000002,2844702.7715000007,572792.7170500001,2844699.2814500006,572799.6971500004,2844706.261550001
3596,nomatch_fixed,Arecaceae,Sabal palmetto,palm,572843.1197000003,2844667.8953000004,572839.6296500001,2844664.4052500003,572846.6097500004,2844671.3853500006
3597,nomatch_fixed,Arecaceae,Sabal palmetto,palm,572847.3737000002,2844664.0811000005,572843.8836500001,2844660.5910500004,572850.8637500004,2844667.5711500007
3598,polygon,Arecaceae,Sabal palmetto,palm,572804.8119000003,2844695.4348000004,572801.4675000003,2844692.6075999998,572806.1692000004,2844698.1546
3599,nomatch_fixed,Arecaceae,Sabal palmetto,palm,572801.3229000003,2844696.2748000007,572797.8328500001,2844692.7847500006,572804.8129500004,2844699.764850001
3600,nomatch_fixed,Arecaceae,Sabal palmetto,palm,572798.1778000003,2844697.4603000004,572794.6877500002,2844693.9702500002,572801.6678500004,2844700.9503500005
3601,nomatch_fixed,Arecaceae,Sabal palmetto,palm,572799.3232000002,2844693.3713000007,572795.8331500001,2844689.8812500006,572802.8132500004,2844696.861350001
3602,nomatch_fixed,Arecaceae,Sabal palmetto,palm,572798.2188000003,2844689.9859000007,572794.7287500001,2844686.4958500005,572801.7088500004,2844693.475950001
3603,nomatch_fixed,Arecaceae,Sabal palmetto,palm,572790.5877000003,2844684.817500001,572787.0976500001,2844681.3274500007,572794.0777500004,2844688.307550001
3604,nomatch_fixed,Arecaceae,Sabal palmetto,palm,572789.4221000003,2844682.0904000006,572785.9320500002,2844678.6003500004,572792.9121500005,2844685.5804500007
3605,nomatch_fixed,Arecaceae,Sabal palmetto,palm,572787.1611000003,2844679.5578000005,572783.6710500001,2844676.0677500004,572790.6511500004,2844683.0478500007
3606,nomatch_fixed,Arecaceae,Sabal palmetto,palm,572785.5625000002,2844682.2697000005,572782.0724500001,2844678.7796500004,572789.0525500004,2844685.7597500007
3607,nomatch_fixed,Arecaceae,Sabal palmetto,palm,572787.5689000003,2844683.9704000005,572784.0788500002,2844680.4803500003,572791.0589500004,2844687.4604500006
3608,nomatch_fixed,Arecaceae,Sabal palmetto,palm,572783.3843000003,2844685.6371000004,572779.8942500001,2844682.1470500003,572786.8743500004,2844689.1271500005
3609,nomatch_fixed,Arecaceae,Sabal palmetto,palm,572780.1841000003,2844686.364100001,572776.6940500002,2844682.8740500007,572783.6741500004,2844689.854150001
3610,nomatch_fixed,Arecaceae,Sabal palmetto,palm,572782.5387000003,2844682.3391000004,572779.0486500001,2844678.8490500003,572786.0287500004,2844685.8291500006
3611,nomatch_fixed,Arecaceae,Sabal palmetto,palm,572778.5467000003,2844681.2154000006,572775.0566500002,2844677.7253500004,572782.0367500004,2844684.7054500007
3612,nomatch_fixed,Arecaceae,Sabal palmetto,palm,572777.5411000003,2844678.401400001,572774.0510500001,2844674.9113500006,572781.0311500004,2844681.891450001
3613,nomatch_fixed,Arecaceae,Sabal palmetto,palm,572774.2048000003,2844678.748000001,572770.7147500002,2844675.2579500005,572777.6948500004,2844682.2380500007
3614,nomatch_fixed,Arecaceae,Sabal palmetto,palm,572806.6703000002,2844704.711400001,572803.1802500001,2844701.2213500007,572810.1603500004,2844708.201450001
3615,nomatch_fixed,Arecaceae,Sabal palmetto,palm,572806.562,2844708.4053000007,572803.0719500001,2844704.9152500005,572810.0520500004,2844711.895350001
3616,nomatch_fixed,Arecaceae,Sabal palmetto,palm,572803.1637000003,2844710.8351000007,572799.6736500001,2844707.3450500006,572806.6537500004,2844714.325150001
3617,nomatch_fixed,Arecaceae,Sabal palmetto,palm,572802.1443000003,2844708.3373000007,572798.6542500001,2844704.8472500006,572805.6343500004,2844711.827350001
3618,nomatch_fixed,Arecaceae,Sabal palmetto,palm,572567.146,2844867.5479000006,572563.6559500002,2844864.0578500004,572570.6360500004,2844871.0379500007
3619,nomatch_fixed,Arecaceae,Sabal palmetto,palm,572567.7675000003,2844871.2416000008,572564.2774500002,2844867.7515500006,572571.2575500004,2844874.731650001
3620,nomatch_fixed,Arecaceae,Sabal palmetto,palm,572564.8208000002,2844869.736100001,572561.3307500001,2844866.2460500007,572568.3108500004,2844873.226150001
3621,nomatch_fixed,Arecaceae,Sabal palmetto,palm,572565.9421000002,2844872.5216000006,572562.4520500001,2844869.0315500004,572569.4321500004,2844876.0116500007
3622,nomatch_fixed,Arecaceae,Sabal palmetto,palm,572564.9519000002,2844875.0961000007,572561.4618500001,2844871.6060500005,572568.4419500004,2844878.586150001
3623,nomatch_fixed,Arecaceae,Sabal palmetto,palm,572562.6241000002,2844872.8624000004,572559.1340500001,2844869.3723500003,572566.1141500004,2844876.3524500006
3624,nomatch_fixed,Arecaceae,Sabal palmetto,palm,572560.8829000003,2844870.9778000005,572557.3928500002,2844867.4877500003,572564.3729500005,2844874.4678500006
3625,nomatch_fixed,Arecaceae,Sabal palmetto,palm,572560.2898000003,2844879.5795000005,572556.7997500001,2844876.0894500003,572563.7798500004,2844883.0695500006
